Level, Branch, Bus1, Bus2, Distance
-1, Load.mdv201_hn_2_642_a14894-1a2, x_14894_3.1
33, Line.s_mdv201_hn_2_642_a14894-1a1, x_14894.1, x_14894_2.1,     1.5070
-1, Load.mdv201_hn_2_642_a14894-1a1, x_14894_2.1
33, Line.s_mdv201_hn_2_642_a14894-1a0, x_14894.1, x_14894_1.1,     1.5070
-1, Load.mdv201_hn_2_642_a14894-1a0, x_14894_1.1
31, Line.mdv201_hn_2_648_a28250, 14893.1, 28250.1,     1.4923
32, Transformer.mdv201_hn_2_648_a28250-1a, 28250.1, x_28250.1,     1.4923
33, Line.s_mdv201_hn_2_648_a28250-1a1, x_28250.1, x_28250_2.1,     1.5228
-1, Load.mdv201_hn_2_648_a28250-1a1, x_28250_2.1
33, Line.s_mdv201_hn_2_648_a28250-1a0, x_28250.1, x_28250_1.1,     1.5228
-1, Load.mdv201_hn_2_648_a28250-1a0, x_28250_1.1
32, Line.mdv201_hn_2_649_a28248, 28250.1, 28248.1,     1.5448
33, Transformer.mdv201_hn_2_649_a28248-1a, 28248.1, x_28248.1,     1.5448
34, Line.s_mdv201_hn_2_649_a28248-1a3, x_28248.1, x_28248_4.1,     1.5752
-1, Load.mdv201_hn_2_649_a28248-1a3, x_28248_4.1
34, Line.s_mdv201_hn_2_649_a28248-1a2, x_28248.1, x_28248_3.1,     1.5752
-1, Load.mdv201_hn_2_649_a28248-1a2, x_28248_3.1
34, Line.s_mdv201_hn_2_649_a28248-1a1, x_28248.1, x_28248_2.1,     1.5752
-1, Load.mdv201_hn_2_649_a28248-1a1, x_28248_2.1
34, Line.s_mdv201_hn_2_649_a28248-1a0, x_28248.1, x_28248_1.1,     1.5752
-1, Load.mdv201_hn_2_649_a28248-1a0, x_28248_1.1
33, Line.mdv201_hn_2_650_a28242, 28248.1, 28242.1,     1.6002
34, Transformer.mdv201_hn_2_650_a28242-1a, 28242.1, x_28242.1,     1.6002
35, Line.s_mdv201_hn_2_650_a28242-1a2, x_28242.1, x_28242_3.1,     1.6307
-1, Load.mdv201_hn_2_650_a28242-1a2, x_28242_3.1
35, Line.s_mdv201_hn_2_650_a28242-1a1, x_28242.1, x_28242_2.1,     1.6307
-1, Load.mdv201_hn_2_650_a28242-1a1, x_28242_2.1
35, Line.s_mdv201_hn_2_650_a28242-1a0, x_28242.1, x_28242_1.1,     1.6307
-1, Load.mdv201_hn_2_650_a28242-1a0, x_28242_1.1
34, Line.mdv201_hn_2_651_a28243, 28242.1, 28243.1,     1.6524
35, Transformer.mdv201_hn_2_651_a28243-1a, 28243.1, x_28243.1,     1.6524
36, Line.s_mdv201_hn_2_651_a28243-1a2, x_28243.1, x_28243_3.1,     1.6828
-1, Load.mdv201_hn_2_651_a28243-1a2, x_28243_3.1
36, Line.s_mdv201_hn_2_651_a28243-1a1, x_28243.1, x_28243_2.1,     1.6828
-1, Load.mdv201_hn_2_651_a28243-1a1, x_28243_2.1
36, Line.s_mdv201_hn_2_651_a28243-1a0, x_28243.1, x_28243_1.1,     1.6828
-1, Load.mdv201_hn_2_651_a28243-1a0, x_28243_1.1
31, Line.mdv201_hn_2_643_a28241, 14893.1, 28241.1,     1.4969
32, Transformer.mdv201_hn_2_643_a28241-1a, 28241.1, x_28241.1,     1.4969
33, Line.s_mdv201_hn_2_643_a28241-1a2, x_28241.1, x_28241_3.1,     1.5274
-1, Load.mdv201_hn_2_643_a28241-1a2, x_28241_3.1
33, Line.s_mdv201_hn_2_643_a28241-1a1, x_28241.1, x_28241_2.1,     1.5274
-1, Load.mdv201_hn_2_643_a28241-1a1, x_28241_2.1
33, Line.s_mdv201_hn_2_643_a28241-1a0, x_28241.1, x_28241_1.1,     1.5274
-1, Load.mdv201_hn_2_643_a28241-1a0, x_28241_1.1
32, Line.mdv201_hn_2_644_a28238, 28241.1, 28238.1,     1.5518
33, Transformer.mdv201_hn_2_644_a28238-1a, 28238.1, x_28238.1,     1.5518
34, Line.s_mdv201_hn_2_644_a28238-1a2, x_28238.1, x_28238_3.1,     1.5823
-1, Load.mdv201_hn_2_644_a28238-1a2, x_28238_3.1
34, Line.s_mdv201_hn_2_644_a28238-1a1, x_28238.1, x_28238_2.1,     1.5823
-1, Load.mdv201_hn_2_644_a28238-1a1, x_28238_2.1
34, Line.s_mdv201_hn_2_644_a28238-1a0, x_28238.1, x_28238_1.1,     1.5823
-1, Load.mdv201_hn_2_644_a28238-1a0, x_28238_1.1
33, Line.mdv201_hn_2_645_a28234, 28238.1, 28234.1,     1.6036
34, Transformer.mdv201_hn_2_645_a28234-1a, 28234.1, x_28234.1,     1.6036
35, Line.s_mdv201_hn_2_645_a28234-1a2, x_28234.1, x_28234_3.1,     1.6341
-1, Load.mdv201_hn_2_645_a28234-1a2, x_28234_3.1
35, Line.s_mdv201_hn_2_645_a28234-1a1, x_28234.1, x_28234_2.1,     1.6341
-1, Load.mdv201_hn_2_645_a28234-1a1, x_28234_2.1
35, Line.s_mdv201_hn_2_645_a28234-1a0, x_28234.1, x_28234_1.1,     1.6341
-1, Load.mdv201_hn_2_645_a28234-1a0, x_28234_1.1
34, Line.mdv201_hn_2_646_a28230, 28234.1, 28230.1,     1.6627
35, Transformer.mdv201_hn_2_646_a28230-1a, 28230.1, x_28230.1,     1.6627
36, Line.s_mdv201_hn_2_646_a28230-1a3, x_28230.1, x_28230_4.1,     1.6932
-1, Load.mdv201_hn_2_646_a28230-1a3, x_28230_4.1
36, Line.s_mdv201_hn_2_646_a28230-1a2, x_28230.1, x_28230_3.1,     1.6932
-1, Load.mdv201_hn_2_646_a28230-1a2, x_28230_3.1
36, Line.s_mdv201_hn_2_646_a28230-1a1, x_28230.1, x_28230_2.1,     1.6932
-1, Load.mdv201_hn_2_646_a28230-1a1, x_28230_2.1
36, Line.s_mdv201_hn_2_646_a28230-1a0, x_28230.1, x_28230_1.1,     1.6932
-1, Load.mdv201_hn_2_646_a28230-1a0, x_28230_1.1
35, Line.mdv201_hn_2_647_a28231, 28230.1, 28231.1,     1.7258
36, Transformer.mdv201_hn_2_647_a28231-1a, 28231.1, x_28231.1,     1.7258
37, Line.s_mdv201_hn_2_647_a28231-1a1, x_28231.1, x_28231_2.1,     1.7563
-1, Load.mdv201_hn_2_647_a28231-1a1, x_28231_2.1
37, Line.s_mdv201_hn_2_647_a28231-1a0, x_28231.1, x_28231_1.1,     1.7563
-1, Load.mdv201_hn_2_647_a28231-1a0, x_28231_1.1
34, Line.mdv201_hn_2_656_a14864, 28234.1, 14864.1,     1.6847
35, Transformer.mdv201_hn_2_656_a14864-1a, 14864.1, x_14864.1,     1.6847
36, Line.s_mdv201_hn_2_656_a14864-1a0, x_14864.1, x_14864_1.1,     1.7151
-1, Load.mdv201_hn_2_656_a14864-1a0, x_14864_1.1
35, Line.mdv201_hn_2_655_a14863, 14864.1, 14863.1,     1.7539
36, Transformer.mdv201_hn_2_655_a14863-1a, 14863.1, x_14863.1,     1.7539
37, Line.s_mdv201_hn_2_655_a14863-1a0, x_14863.1, x_14863_1.1,     1.7843
-1, Load.mdv201_hn_2_655_a14863-1a0, x_14863_1.1
36, Line.mdv201_hn_2_654_a14881, 14863.1, 14881.1,     1.7846
37, Transformer.mdv201_hn_2_654_a14881-1a, 14881.1, x_14881.1,     1.7846
38, Line.s_mdv201_hn_2_654_a14881-1a1, x_14881.1, x_14881_2.1,     1.8151
-1, Load.mdv201_hn_2_654_a14881-1a1, x_14881_2.1
38, Line.s_mdv201_hn_2_654_a14881-1a0, x_14881.1, x_14881_1.1,     1.8151
-1, Load.mdv201_hn_2_654_a14881-1a0, x_14881_1.1
37, Line.mdv201_hn_2_653_a14878, 14881.1, 14878.1,     1.8392
38, Transformer.mdv201_hn_2_653_a14878-1a, 14878.1, x_14878.1,     1.8392
39, Line.s_mdv201_hn_2_653_a14878-1a3, x_14878.1, x_14878_4.1,     1.8697
-1, Load.mdv201_hn_2_653_a14878-1a3, x_14878_4.1
39, Line.s_mdv201_hn_2_653_a14878-1a2, x_14878.1, x_14878_3.1,     1.8697
-1, Load.mdv201_hn_2_653_a14878-1a2, x_14878_3.1
39, Line.s_mdv201_hn_2_653_a14878-1a1, x_14878.1, x_14878_2.1,     1.8697
-1, Load.mdv201_hn_2_653_a14878-1a1, x_14878_2.1
39, Line.s_mdv201_hn_2_653_a14878-1a0, x_14878.1, x_14878_1.1,     1.8697
-1, Load.mdv201_hn_2_653_a14878-1a0, x_14878_1.1
38, Line.mdv201_hn_2_652_a14877, 14878.1, 14877.1,     1.8947
29, Line.mdv201_hn_2_637_c28240, 28249.3, 28240.3,     1.3905
30, Transformer.mdv201_hn_2_637_c28240-1c, 28240.3, x_28240.3,     1.3905
31, Line.s_mdv201_hn_2_637_c28240-1c2, x_28240.3, x_28240_3.3,     1.4210
-1, Load.mdv201_hn_2_637_c28240-1c2, x_28240_3.3
31, Line.s_mdv201_hn_2_637_c28240-1c1, x_28240.3, x_28240_2.3,     1.4210
-1, Load.mdv201_hn_2_637_c28240-1c1, x_28240_2.3
31, Line.s_mdv201_hn_2_637_c28240-1c0, x_28240.3, x_28240_1.3,     1.4210
-1, Load.mdv201_hn_2_637_c28240-1c0, x_28240_1.3
30, Line.mdv201_hn_2_638_c28237, 28240.3, 28237.3,     1.4420
31, Transformer.mdv201_hn_2_638_c28237-1c, 28237.3, x_28237.3,     1.4420
32, Line.s_mdv201_hn_2_638_c28237-1c1, x_28237.3, x_28237_2.3,     1.4725
-1, Load.mdv201_hn_2_638_c28237-1c1, x_28237_2.3
32, Line.s_mdv201_hn_2_638_c28237-1c0, x_28237.3, x_28237_1.3,     1.4725
-1, Load.mdv201_hn_2_638_c28237-1c0, x_28237_1.3
31, Line.mdv201_hn_2_639_c28236, 28237.3, 28236.3,     1.4987
25, Line.mdv201_hn_2_291_abc63681, 63680, 63681,     1.2418
26, Transformer.mdv201_hn_2_291_abc63681-1a, 63681.1, x_63681.1,     1.2418
27, Line.s_mdv201_hn_2_291_abc63681-1a2, x_63681.1, x_63681_3.1,     1.2723
-1, Load.mdv201_hn_2_291_abc63681-1a2, x_63681_3.1
27, Line.s_mdv201_hn_2_291_abc63681-1a1, x_63681.1, x_63681_2.1,     1.2723
-1, Load.mdv201_hn_2_291_abc63681-1a1, x_63681_2.1
27, Line.s_mdv201_hn_2_291_abc63681-1a0, x_63681.1, x_63681_1.1,     1.2723
-1, Load.mdv201_hn_2_291_abc63681-1a0, x_63681_1.1
26, Line.mdv201_hn_2_293_abc63684, 63681, 63684,     1.3125
27, Line.mdv201_hn_2_613_abc63682, 63684, 63682,     1.3561
28, Transformer.mdv201_hn_2_613_abc63682-1a, 63682.1, x_63682.1,     1.3561
29, Line.s_mdv201_hn_2_613_abc63682-1a0, x_63682.1, x_63682_1.1,     1.3866
-1, Load.mdv201_hn_2_613_abc63682-1a0, x_63682_1.1
28, Line.mdv201_hn_2_614_abc28232, 63682, 28232,     1.4009
29, Line.mdv201_63677fuse, 28232.1, 63677.1,     1.4024
30, Transformer.mdv201_63677fuse-1a, 63677.1, x_63677.1,     1.4024
31, Line.s_mdv201_63677fuse-1a0, x_63677.1, x_63677_1.1,     1.4329
-1, Load.mdv201_63677fuse-1a0, x_63677_1.1
30, Line.mdv201_hn_2_711_a63676, 63677.1, 63676.1,     1.4378
31, Transformer.mdv201_hn_2_711_a63676-1a, 63676.1, x_63676.1,     1.4378
32, Line.s_mdv201_hn_2_711_a63676-1a0, x_63676.1, x_63676_1.1,     1.4683
-1, Load.mdv201_hn_2_711_a63676-1a0, x_63676_1.1
31, Line.mdv201_hn_2_712_a63678, 63676.1, 63678.1,     1.4862
32, Transformer.mdv201_hn_2_712_a63678-1a, 63678.1, x_63678.1,     1.4862
33, Line.s_mdv201_hn_2_712_a63678-1a3, x_63678.1, x_63678_4.1,     1.5167
-1, Load.mdv201_hn_2_712_a63678-1a3, x_63678_4.1
33, Line.s_mdv201_hn_2_712_a63678-1a2, x_63678.1, x_63678_3.1,     1.5167
-1, Load.mdv201_hn_2_712_a63678-1a2, x_63678_3.1
33, Line.s_mdv201_hn_2_712_a63678-1a1, x_63678.1, x_63678_2.1,     1.5167
-1, Load.mdv201_hn_2_712_a63678-1a1, x_63678_2.1
33, Line.s_mdv201_hn_2_712_a63678-1a0, x_63678.1, x_63678_1.1,     1.5167
-1, Load.mdv201_hn_2_712_a63678-1a0, x_63678_1.1
32, Line.mdv201_hn_2_713_a63679, 63678.1, 63679.1,     1.5292
33, Transformer.mdv201_hn_2_713_a63679-1a, 63679.1, x_63679.1,     1.5292
34, Line.s_mdv201_hn_2_713_a63679-1a1, x_63679.1, x_63679_2.1,     1.5597
-1, Load.mdv201_hn_2_713_a63679-1a1, x_63679_2.1
34, Line.s_mdv201_hn_2_713_a63679-1a0, x_63679.1, x_63679_1.1,     1.5597
-1, Load.mdv201_hn_2_713_a63679-1a0, x_63679_1.1
29, Line.mdv201_hn_2_616_abc28226, 28232, 28226,     1.4414
30, Transformer.mdv201_hn_2_616_abc28226-1c, 28226.3, x_28226.3,     1.4414
31, Line.s_mdv201_hn_2_616_abc28226-1c1, x_28226.3, x_28226_2.3,     1.4719
-1, Load.mdv201_hn_2_616_abc28226-1c1, x_28226_2.3
31, Line.s_mdv201_hn_2_616_abc28226-1c0, x_28226.3, x_28226_1.3,     1.4719
-1, Load.mdv201_hn_2_616_abc28226-1c0, x_28226_1.3
30, Line.mdv201_hn_2_617_abc28224, 28226, 28224,     1.4908
31, Line.mdv201_102181fuse, 28224.1, 102181.1,     1.4923
32, Line.mdv201_hn_2_681_a28225, 102181.1, 28225.1,     1.5527
33, Transformer.mdv201_hn_2_681_a28225-1a, 28225.1, x_28225.1,     1.5527
34, Line.s_mdv201_hn_2_681_a28225-1a3, x_28225.1, x_28225_4.1,     1.5832
-1, Load.mdv201_hn_2_681_a28225-1a3, x_28225_4.1
34, Line.s_mdv201_hn_2_681_a28225-1a2, x_28225.1, x_28225_3.1,     1.5832
-1, Load.mdv201_hn_2_681_a28225-1a2, x_28225_3.1
34, Line.s_mdv201_hn_2_681_a28225-1a1, x_28225.1, x_28225_2.1,     1.5832
-1, Load.mdv201_hn_2_681_a28225-1a1, x_28225_2.1
34, Line.s_mdv201_hn_2_681_a28225-1a0, x_28225.1, x_28225_1.1,     1.5832
-1, Load.mdv201_hn_2_681_a28225-1a0, x_28225_1.1
33, Line.mdv201_hn_2_682_a39565, 28225.1, 39565.1,     1.6121
34, Transformer.mdv201_hn_2_682_a39565-1a, 39565.1, x_39565.1,     1.6121
35, Line.s_mdv201_hn_2_682_a39565-1a2, x_39565.1, x_39565_3.1,     1.6426
-1, Load.mdv201_hn_2_682_a39565-1a2, x_39565_3.1
35, Line.s_mdv201_hn_2_682_a39565-1a1, x_39565.1, x_39565_2.1,     1.6426
-1, Load.mdv201_hn_2_682_a39565-1a1, x_39565_2.1
35, Line.s_mdv201_hn_2_682_a39565-1a0, x_39565.1, x_39565_1.1,     1.6426
-1, Load.mdv201_hn_2_682_a39565-1a0, x_39565_1.1
34, Line.mdv201_hn_2_683_a39601, 39565.1, 39601.1,     1.6481
35, Transformer.mdv201_hn_2_683_a39601-1a, 39601.1, x_39601.1,     1.6481
36, Line.s_mdv201_hn_2_683_a39601-1a1, x_39601.1, x_39601_2.1,     1.6786
-1, Load.mdv201_hn_2_683_a39601-1a1, x_39601_2.1
36, Line.s_mdv201_hn_2_683_a39601-1a0, x_39601.1, x_39601_1.1,     1.6786
-1, Load.mdv201_hn_2_683_a39601-1a0, x_39601_1.1
31, Line.mdv201_hn_2_618_abc28220, 28224, 28220,     1.5246
32, Transformer.mdv201_hn_2_618_abc28220-1a, 28220.1, x_28220.1,     1.5246
33, Line.s_mdv201_hn_2_618_abc28220-1a2, x_28220.1, x_28220_3.1,     1.5551
-1, Load.mdv201_hn_2_618_abc28220-1a2, x_28220_3.1
33, Line.s_mdv201_hn_2_618_abc28220-1a1, x_28220.1, x_28220_2.1,     1.5551
-1, Load.mdv201_hn_2_618_abc28220-1a1, x_28220_2.1
33, Line.s_mdv201_hn_2_618_abc28220-1a0, x_28220.1, x_28220_1.1,     1.5551
-1, Load.mdv201_hn_2_618_abc28220-1a0, x_28220_1.1
32, Line.mdv201_hn_2_619_abc52526, 28220, 52526,     1.5911
33, Line.mdv201_1144265fuse, 52526.3, 1144265.3,     1.5926
34, Line.mdv201_hn_2_706_c52532, 1144265.3, 52532.3,     1.6725
35, Transformer.mdv201_hn_2_706_c52532-1c, 52532.3, x_52532.3,     1.6725
36, Line.s_mdv201_hn_2_706_c52532-1c1, x_52532.3, x_52532_2.3,     1.7030
-1, Load.mdv201_hn_2_706_c52532-1c1, x_52532_2.3
36, Line.s_mdv201_hn_2_706_c52532-1c0, x_52532.3, x_52532_1.3,     1.7030
-1, Load.mdv201_hn_2_706_c52532-1c0, x_52532_1.3
35, Line.mdv201_hn_2_707_c52530, 52532.3, 52530.3,     1.7261
36, Transformer.mdv201_hn_2_707_c52530-1c, 52530.3, x_52530.3,     1.7261
37, Line.s_mdv201_hn_2_707_c52530-1c1, x_52530.3, x_52530_2.3,     1.7566
-1, Load.mdv201_hn_2_707_c52530-1c1, x_52530_2.3
37, Line.s_mdv201_hn_2_707_c52530-1c0, x_52530.3, x_52530_1.3,     1.7566
-1, Load.mdv201_hn_2_707_c52530-1c0, x_52530_1.3
36, Line.mdv201_hn_2_709_c52528, 52530.3, 52528.3,     1.7639
37, Transformer.mdv201_hn_2_709_c52528-1c, 52528.3, x_52528.3,     1.7639
38, Line.s_mdv201_hn_2_709_c52528-1c1, x_52528.3, x_52528_2.3,     1.7944
-1, Load.mdv201_hn_2_709_c52528-1c1, x_52528_2.3
38, Line.s_mdv201_hn_2_709_c52528-1c0, x_52528.3, x_52528_1.3,     1.7944
-1, Load.mdv201_hn_2_709_c52528-1c0, x_52528_1.3
37, Line.mdv201_hn_2_710_c52529, 52528.3, 52529.3,     1.8038
38, Transformer.mdv201_hn_2_710_c52529-1c, 52529.3, x_52529.3,     1.8038
39, Line.s_mdv201_hn_2_710_c52529-1c1, x_52529.3, x_52529_2.3,     1.8343
-1, Load.mdv201_hn_2_710_c52529-1c1, x_52529_2.3
39, Line.s_mdv201_hn_2_710_c52529-1c0, x_52529.3, x_52529_1.3,     1.8343
-1, Load.mdv201_hn_2_710_c52529-1c0, x_52529_1.3
36, Line.mdv201_hn_2_708_c52527, 52530.3, 52527.3,     1.7697
37, Transformer.mdv201_hn_2_708_c52527-1c, 52527.3, x_52527.3,     1.7697
38, Line.s_mdv201_hn_2_708_c52527-1c0, x_52527.3, x_52527_1.3,     1.8002
-1, Load.mdv201_hn_2_708_c52527-1c0, x_52527_1.3
37, Line.mdv201_hn_2_716_c52523, 52527.3, 52523.3,     1.8368
38, Transformer.mdv201_hn_2_716_c52523-1c, 52523.3, x_52523.3,     1.8368
39, Line.s_mdv201_hn_2_716_c52523-1c0, x_52523.3, x_52523_1.3,     1.8672
-1, Load.mdv201_hn_2_716_c52523-1c0, x_52523_1.3
38, Line.mdv201_hn_2_438_c14847, 52523.3, 14847.3,     1.9017
39, Transformer.mdv201_hn_2_438_c14847-1c, 14847.3, x_14847.3,     1.9017
40, Line.s_mdv201_hn_2_438_c14847-1c0, x_14847.3, x_14847_1.3,     1.9322
-1, Load.mdv201_hn_2_438_c14847-1c0, x_14847_1.3
39, Line.mdv201_hn_2_437_c14848, 14847.3, 14848.3,     1.9511
40, Transformer.mdv201_hn_2_437_c14848-1c, 14848.3, x_14848.3,     1.9511
41, Line.s_mdv201_hn_2_437_c14848-1c0, x_14848.3, x_14848_1.3,     1.9815
-1, Load.mdv201_hn_2_437_c14848-1c0, x_14848_1.3
40, Line.mdv201_hn_2_717_c14862, 14848.3, 14862.3,     1.9782
41, Line.mdv201_100479fuse, 14862.3, 100479.3,     1.9797
42, Line.mdv201_hn_2_718_c14876, 100479.3, 14876.3,     2.0413
43, Transformer.mdv201_hn_2_718_c14876-1c, 14876.3, x_14876.3,     2.0413
44, Line.s_mdv201_hn_2_718_c14876-1c1, x_14876.3, x_14876_2.3,     2.0718
-1, Load.mdv201_hn_2_718_c14876-1c1, x_14876_2.3
44, Line.s_mdv201_hn_2_718_c14876-1c0, x_14876.3, x_14876_1.3,     2.0718
-1, Load.mdv201_hn_2_718_c14876-1c0, x_14876_1.3
43, Line.mdv201_hn_2_719_c14872, 14876.3, 14872.3,     2.0687
44, Transformer.mdv201_hn_2_719_c14872-1c, 14872.3, x_14872.3,     2.0687
45, Line.s_mdv201_hn_2_719_c14872-1c1, x_14872.3, x_14872_2.3,     2.0992
-1, Load.mdv201_hn_2_719_c14872-1c1, x_14872_2.3
45, Line.s_mdv201_hn_2_719_c14872-1c0, x_14872.3, x_14872_1.3,     2.0992
-1, Load.mdv201_hn_2_719_c14872-1c0, x_14872_1.3
44, Line.mdv201_hn_2_720_c14849, 14872.3, 14849.3,     2.1291
45, Transformer.mdv201_hn_2_720_c14849-1c, 14849.3, x_14849.3,     2.1291
46, Line.s_mdv201_hn_2_720_c14849-1c3, x_14849.3, x_14849_4.3,     2.1595
-1, Load.mdv201_hn_2_720_c14849-1c3, x_14849_4.3
46, Line.s_mdv201_hn_2_720_c14849-1c2, x_14849.3, x_14849_3.3,     2.1595
-1, Load.mdv201_hn_2_720_c14849-1c2, x_14849_3.3
46, Line.s_mdv201_hn_2_720_c14849-1c1, x_14849.3, x_14849_2.3,     2.1595
-1, Load.mdv201_hn_2_720_c14849-1c1, x_14849_2.3
46, Line.s_mdv201_hn_2_720_c14849-1c0, x_14849.3, x_14849_1.3,     2.1595
-1, Load.mdv201_hn_2_720_c14849-1c0, x_14849_1.3
45, Line.mdv201_hn_2_721_c14850, 14849.3, 14850.3,     2.1925
46, Transformer.mdv201_hn_2_721_c14850-1c, 14850.3, x_14850.3,     2.1925
47, Line.s_mdv201_hn_2_721_c14850-1c0, x_14850.3, x_14850_1.3,     2.2229
-1, Load.mdv201_hn_2_721_c14850-1c0, x_14850_1.3
46, Line.mdv201_hn_2_722_c52525, 14850.3, 52525.3,     2.2223
47, Transformer.mdv201_hn_2_722_c52525-1c, 52525.3, x_52525.3,     2.2223
48, Line.s_mdv201_hn_2_722_c52525-1c0, x_52525.3, x_52525_1.3,     2.2528
-1, Load.mdv201_hn_2_722_c52525-1c0, x_52525_1.3
40, Line.mdv201_hn_2_064_c14871, 14848.3, 14871.3,     1.9953
41, Transformer.mdv201_hn_2_064_c14871-1c, 14871.3, x_14871.3,     1.9953
42, Line.s_mdv201_hn_2_064_c14871-1c1, x_14871.3, x_14871_2.3,     2.0257
-1, Load.mdv201_hn_2_064_c14871-1c1, x_14871_2.3
42, Line.s_mdv201_hn_2_064_c14871-1c0, x_14871.3, x_14871_1.3,     2.0257
-1, Load.mdv201_hn_2_064_c14871-1c0, x_14871_1.3
41, Line.mdv201_100480fuse, 14871.3, 100480.3,     1.9968
42, Line.mdv201_hn_2_127_c63708, 100480.3, 63708.3,     2.0510
43, Transformer.mdv201_hn_2_127_c63708-1c, 63708.3, x_63708.3,     2.0510
44, Line.s_mdv201_hn_2_127_c63708-1c0, x_63708.3, x_63708_1.3,     2.0815
-1, Load.mdv201_hn_2_127_c63708-1c0, x_63708_1.3
43, Line.mdv201_hn_2_124_c63703, 63708.3, 63703.3,     2.1672
44, Line.mdv201_hn_2_126_c63704, 63703.3, 63704.3,     2.2159
45, Transformer.mdv201_hn_2_126_c63704-1c, 63704.3, x_63704.3,     2.2159
46, Line.s_mdv201_hn_2_126_c63704-1c0, x_63704.3, x_63704_1.3,     2.2464
-1, Load.mdv201_hn_2_126_c63704-1c0, x_63704_1.3
44, Line.mdv201_hn_2_356_c28301, 63703.3, 28301.3,     2.2132
45, Line.mdv201_hn_2_123_c28299, 28301.3, 28299.3,     2.2571
46, Transformer.mdv201_hn_2_123_c28299-1c, 28299.3, x_28299.3,     2.2571
47, Line.s_mdv201_hn_2_123_c28299-1c0, x_28299.3, x_28299_1.3,     2.2876
-1, Load.mdv201_hn_2_123_c28299-1c0, x_28299_1.3
46, Line.mdv201_hn_2_357_c28293, 28299.3, 28293.3,     2.2976
47, Transformer.mdv201_hn_2_357_c28293-1c, 28293.3, x_28293.3,     2.2976
48, Line.s_mdv201_hn_2_357_c28293-1c1, x_28293.3, x_28293_2.3,     2.3281
-1, Load.mdv201_hn_2_357_c28293-1c1, x_28293_2.3
48, Line.s_mdv201_hn_2_357_c28293-1c0, x_28293.3, x_28293_1.3,     2.3281
-1, Load.mdv201_hn_2_357_c28293-1c0, x_28293_1.3
47, Line.mdv201_hn_2_121_c28294, 28293.3, 28294.3,     2.3443
48, Transformer.mdv201_hn_2_121_c28294-1c, 28294.3, x_28294.3,     2.3443
49, Line.s_mdv201_hn_2_121_c28294-1c2, x_28294.3, x_28294_3.3,     2.3747
-1, Load.mdv201_hn_2_121_c28294-1c2, x_28294_3.3
49, Line.s_mdv201_hn_2_121_c28294-1c1, x_28294.3, x_28294_2.3,     2.3747
-1, Load.mdv201_hn_2_121_c28294-1c1, x_28294_2.3
49, Line.s_mdv201_hn_2_121_c28294-1c0, x_28294.3, x_28294_1.3,     2.3747
-1, Load.mdv201_hn_2_121_c28294-1c0, x_28294_1.3
39, Line.mdv201_1140226fuse, 14847.3, 1140226.3,     1.9032
40, Line.mdv201_hn_2_927_c94731, 1140226.3, 94731.3,     1.9684
41, Line.mdv201_hn_2_928_c94732, 94731.3, 94732.3,     2.0279
42, Transformer.mdv201_hn_2_928_c94732-1c, 94732.3, x_94732.3,     2.0279
43, Line.s_mdv201_hn_2_928_c94732-1c1, x_94732.3, x_94732_2.3,     2.0584
-1, Load.mdv201_hn_2_928_c94732-1c1, x_94732_2.3
43, Line.s_mdv201_hn_2_928_c94732-1c0, x_94732.3, x_94732_1.3,     2.0584
-1, Load.mdv201_hn_2_928_c94732-1c0, x_94732_1.3
33, Line.mdv201_105409fuse, 52526, 105409,     1.5926
34, Transformer.mdv201_105409fuse-1c, 105409.3, x_105409.3,     1.5926
35, Line.s_mdv201_105409fuse-1c1, x_105409.3, x_105409_2.3,     1.6231
-1, Load.mdv201_105409fuse-1c1, x_105409_2.3
35, Line.s_mdv201_105409fuse-1c0, x_105409.3, x_105409_1.3,     1.6231
-1, Load.mdv201_105409fuse-1c0, x_105409_1.3
34, Line.mdv201_hn_2_705_abc52524, 105409, 52524,     1.6341
35, Transformer.mdv201_hn_2_705_abc52524-1a, 52524.1, x_52524.1,     1.6341
36, Line.s_mdv201_hn_2_705_abc52524-1a1, x_52524.1, x_52524_2.1,     1.6646
-1, Load.mdv201_hn_2_705_abc52524-1a1, x_52524_2.1
36, Line.s_mdv201_hn_2_705_abc52524-1a0, x_52524.1, x_52524_1.1,     1.6646
-1, Load.mdv201_hn_2_705_abc52524-1a0, x_52524_1.1
35, Line.mdv201_hn_2_816_abc14879, 52524, 14879,     1.7033
36, Transformer.mdv201_hn_2_816_abc14879-1a, 14879.1, x_14879.1,     1.7033
37, Line.s_mdv201_hn_2_816_abc14879-1a1, x_14879.1, x_14879_2.1,     1.7337
-1, Load.mdv201_hn_2_816_abc14879-1a1, x_14879_2.1
37, Line.s_mdv201_hn_2_816_abc14879-1a0, x_14879.1, x_14879_1.1,     1.7337
-1, Load.mdv201_hn_2_816_abc14879-1a0, x_14879_1.1
36, Line.mdv201_hn_2_817_abc14880, 14879, 14880,     1.7743
37, Transformer.mdv201_hn_2_817_abc14880-1a, 14880.1, x_14880.1,     1.7743
38, Line.s_mdv201_hn_2_817_abc14880-1a0, x_14880.1, x_14880_1.1,     1.8048
-1, Load.mdv201_hn_2_817_abc14880-1a0, x_14880_1.1
37, Line.mdv201_hn_2_818_abc63707, 14880, 63707,     1.8331
-1, Capacitor.mdv201_hn_2_818_abc63707-1, 63707
